codigo,descripcion
4002.31.00,--Caucho isobuteno-isopreno (butilo) (IIR)
4002.31.00.100G,En las formas previstas en la Nota 3 de       este Cap?tulo
4002.31.00.200M,"En placas, hojas o tiras"
4002.39.00,--Los dem�s
4002.39.00.1,Clorado
4002.39.00.110F,En las formas previstas en la Nota 3 de        este Cap?tulo
4002.39.00.120J,"En placas, hojas o tiras"
4002.39.00.2,Bromado
4002.39.00.210L,En las formas previstas en la Nota 3 de        este Cap?tulo
4002.39.00.220P,"En placas, hojas o tiras"
4002.39.00.900W,Los dem?s
4002.4,-Caucho cloropreno (clorobutadieno) (CR):
4002.41.00.000Q,--L?tex
4002.49.00,--Los dem�s
4002.49.00.100R,En las formas previstas en la Nota 3 de       este Cap?tulo
4002.49.00.200X,"En placas, hojas o tiras"
4002.5,-Caucho acrilonitrilo-butadieno (NBR):
4002.51.00.000E,--L?tex
4002.59.00,--Los dem�s
4002.59.00.100F,En las formas previstas en la Nota 3 b) de       este Cap?tulo
4002.59.00.2,En las formas previstas en la Nota 3 a) de       este Cap�tulo
4002.59.00.210P,"Obtenido por polimerizacion en emulsion, con un contenido de acrilonitrilo superior o igual a 28 % o inferior o igual a 36 % en peso."
4002.59.00.220T,"Obtenido por polimerizacion en emulsion, con un contenido de acrilonitrilo superior o igual a 36 % pero inferior o igual a 43 % en peso"
4002.59.00.290Q,Los dem?s
4002.59.00.300R,"En placas, hojas o tiras"
4002.60.00,-Caucho isopreno (IR)
4002.60.00.100M,En las formas previstas en la Nota 3 de       este Cap?tulo
4002.60.00.200T,"En placas, hojas o tiras"
4002.70.00,-Caucho etileno-propileno-dieno no conjugado  (EPDM)
4002.70.00.100B,En las formas previstas en la Nota 3 de       este Cap?tulo
4002.70.00.200G,"En placas, hojas o tiras"
4002.80.00,-Mezclas de los productos de la partida 40.01  con los de esta partida
4002.80.00.100Q,En las formas previstas en la Nota 3 de       este Cap?tulo
4002.80.00.200W,"En placas, hojas o tiras"
4002.9,-Los dem�s:
4002.91.00.000L,--L?tex
4002.99,--Los dem�s
4002.99.10.000R,Caucho estireno-isopreno-estireno
4002.99.20.000B,Caucho etileno-propileno-dieno no     conjugado-propileno (EPDM-propileno)
4002.99.30.000L,Caucho acrilonitrilobutadieno hidrogenado
4002.99.90,Los dem�s
4002.99.90.100A,Tioplastos
4002.99.90.200F,Caucho natural despolimerizado
4002.99.90.900U,Los dem?s
4003.00.00,"CAUCHO REGENERADO EN FORMAS PRIMARIAS O EN PLACAS, HOJAS O TIRAS."
4003.00.00.100W,En las formas previstas en la Nota 3 de       este Cap?tulo
4003.00.00.200B,"En placas, hojas o tiras"
4004.00.00.000J,"DESECHOS, DESPERDICIOS Y RECORTES, DE CAUCHO SIN ENDURECER, INCLUSO EN POLVO O GR?NULOS."
40.05,"CAUCHO MEZCLADO SIN VULCANIZAR, EN FORMAS  PRIMARIAS O EN PLACAS, HOJAS O TIRAS."
4005.10,-Caucho con adici�n de negro de humo o de s�lice
4005.10.10.000B,"Caucho etileno-propileno-dieno no     conjugado-propileno (EPDM-propileno), con    s?lice y plastificante, en gr?nulos"
4005.10.90.000E,Los dem?s
4005.20.00.000F,"-Disoluciones; dispersiones, excepto las de la  subpartida 4005.10"
4005.9,-Los dem�s:
4005.91,"--Placas, hojas y tiras"
4005.91.10.000B,Preparaciones base para la fabricaci?n de goma    de mascar
4005.91.90.000E,Los dem?s
4005.99,--Los dem�s
4005.99.10.000X,Preparaciones base para la fabricaci?n de goma    de mascar
4005.99.90,Los dem�s
4005.99.90.100F,En gr?nulos
4005.99.90.900Z,Los dem?s
40.06,"LAS DEM�S FORMAS (POR EJEMPLO: VARILLAS, TUBOS, PERFILES) Y ART�CULOS (POR EJEMPLO: DISCOS, ARANDELAS), DE CAUCHO SIN VULCANIZAR."
4006.10.00.000K,-Perfiles para recauchutar
4006.90.00.000Y,-Los demas
4007.00,"HILOS Y CUERDAS, DE CAUCHO VULCANIZADO."
4007.00.1,Hilos
4007.00.11.000G,"Recubiertos de siliconas, incluso     paralelizados"
4007.00.19.000T,Los dem?s
4007.00.20.000J,Cuerdas
40.08,"PLACAS, HOJAS, TIRAS, VARILLAS Y PERFILES, DE CAUCHO VULCANIZADO SIN ENDURECER."
4008.1,-De caucho celular:
4008.11.00,"--Placas, hojas y tiras"
4008.11.00.100P,Cortados en dimensiones finales para uso en productos englobados por el acuerdo ALADI/AAP.CE/14.44 Apendice I
4008.11.00.900H,Los demas
4008.19.00.000E,--Los dem?s
4008.2,-De caucho no celular:
4008.21.00,"--Placas, hojas y tiras"
4008.21.00.100D,"Espaciador termoexpandible, de los tipos utilizados en vehiculos automoviles"
4008.21.00.900X,Los demas
4008.29.00,--Los demas
4008.29.00.100Z,"Junta de bomba de agua, de los tipos utilizados en vehiculos automoviles"
4008.29.00.900T,Los demas
40.09,"TUBOS DE CAUCHO VULCANIZADO SIN ENDURECER, INCLUSO CON SUS ACCESORIOS (POR EJEMPLO: JUNTAS, CODOS, EMPALMES (RACORES))."
4009.1,-Sin reforzar ni combinar de otro modo con otras  materias:
4009.11.00,--Sin accesorios
4009.11.00.100H,Cortados o conformados en 	las dimensiones finales para 	utilizacion en vehiculos o  	autopartes
4009.11.00.900B,Los dem?s
4009.12,--Con accesorios
4009.12.10,"Con una presi�n de ruptura superior o igual     a 17,3 MPa"
4009.12.10.100E,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes.
4009.12.10.900Y,Los demas.
4009.12.90,Los dem�s
4009.12.90.100H,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes.
4009.12.90.900B,Los demas.
4009.2,-Reforzados o combinados de otro modo solamente  con metal:
4009.21,--Sin accesorios
4009.21.10,"Con una presi�n de ruptura superior o igual    a 17,3 MPa"
4009.21.10.1,"Reforzados con una trenza de alambre de acero, excepto  cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes."
4009.21.10.110K,"De diametro interior igual a 6,4 mm (1/4"") y presion de ruptura igual a 90 Mpa"
4009.21.10.120N,"De diametro interior igual a 9,5 mm (3/8"") y presion de ruptura igual a 72 Mpa"
4009.21.10.130R,"De diametro interior igual a 12.7 mm (1/2"") y presion de ruptura igual a 64 Mpa"
4009.21.10.140V,"De diametro interior igual a 19,0 mm (3/4"") y presion de ruptura igual a 42 Mpa"
4009.21.10.150Y,"De diametro interior igual a 25,4 mm (1"") y presion de ruptura igual a 35 Mpa"
4009.21.10.190L,Los demas
4009.21.10.2,"Reforzados con dos trenzas de alambre de acero, excepto  cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes."
4009.21.10.210Q,"De diametro interior igual a 6,4 mm (1/4"") y presion de ruptura igual a 160 Mpa"
4009.21.10.220U,"De diametro interior igual a 9,5 mm (3/8"") y presion de ruptura igual a 132 Mpa"
4009.21.10.230X,"De diametro interior igual a 12,7 mm (1/2"") y presion de ruptura igual a 110 Mpa"
4009.21.10.240A,"De diametro interior igual a 19,0 mm (3/4"") y presion de ruptura igual a 85 Mpa"
4009.21.10.250D,"De diametro interior igual a 25,4 mm (1"") y presion de ruptura igual a 65 Mpa"
4009.21.10.290R,Los demas
4009.21.10.300T,"Los demas, cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes"
4009.21.10.900A,Los dem?s
4009.21.90,Los dem�s
4009.21.90.100K,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes
4009.21.90.200Q,De los tipos utilizados en aparatos de aire acondicionado para buses
4009.21.90.900D,Los dem?s
4009.22,--Con accesorios
4009.22.10,"Con una presi?n de ruptura superior o igual    a 17,3 MPa"
4009.22.10.100U,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes
4009.22.10.900M,Los demas
4009.22.90,Los dem�s
4009.22.90.100X,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes.
4009.22.90.900Q,Los demas.
4009.3,-Reforzados o combinados de otro modo solamente  con materia textil:
4009.31.00,--Sin accesorios
4009.31.00.100L,Cortados o conformados en las dimensiones finales para utilizacion de vehiculos o autopartes
4009.31.00.200R,"Combinado con material textil (poliamida), de los tipos utilizados en aparatos de aire acondicionado"
4009.31.00.300X,De los tipos utilizados en calibradores de neumaticos
4009.31.00.400C,De los tipos utilizados en conjuntos de suspension neumatica para cabinas o asientos de vehiculos
4009.31.00.900E,Los dem?s
4009.32,--Con accesorios
4009.32.10,"Con una presi�n de ruptura superior o igual    a 17,3 MPa"
4009.32.10.100H,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes.
4009.32.10.900B,Los demas.
4009.32.90,Los dem�s
4009.32.90.100L,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes.
4009.32.90.900E,Los demas.
4009.4,-Reforzados o combinados de otro modo con otras  materias:
4009.41.00,--Sin accesorios
4009.41.00.100A,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes
4009.41.00.900U,Los dem?s
4009.42,--Con accesorios
4009.42.10,"Con una presi�n de ruptura superior o igual    a 17,3 MPa"
4009.42.10.100X,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes.
4009.42.10.900Q,Los demas.
4009.42.90,Los dem�s
4009.42.90.100A,Cortados o conformados en las dimensiones finales para utilizacion en vehiculos o autopartes.
4009.42.90.900U,Los demas.
40.10,"CORREAS TRANSPORTADORAS O DE TRANSMISION, DE CAUCHO VULCANIZADO."
4010.1,-Correas transportadoras:
4010.11.00.000G,--Reforzadas solamente con metal
4010.12.00,--Reforzadas solamente con materia textil
4010.12.00.1,"Unicamente con tejido de trama y urdimbre       de nailon, de anchura superior o igual a 300       mm"
4010.12.00.110C,"Con una de las caras externas de        caucho (""cobertura"")"
4010.12.00.120F,"Con ambas caras externas de caucho        (""cobertura"")"
4010.12.00.190D,Las demas
4010.12.00.2,"Unicamente con tejido de trama de nailon       y urdimbre de poliester, de anchura superior       o igual a 300 mm"
4010.12.00.210H,"Con una de las caras externas de caucho        (""cobertura"")"
4010.12.00.220L,"Con ambas caras externas de caucho         (""cobertura"")"
4010.12.00.290J,Las demas
4010.12.00.3,"Unicamente con tejido de trama y urdimbre        de algod�n, de anchura superior o igual a       300 mm"
4010.12.00.310N,"Con una de las caras externas de caucho         (""cobertura"")"
4010.12.00.320R,"Con ambas caras externas de caucho         (""cobertura"")"
4010.12.00.390P,Las demas
4010.12.00.4,"Unicamente con tejido de trama de nailon       y urdimbre de algod�n, de anchura superior o       igual a 300 mm"
4010.12.00.410U,"Con una de las caras externas de caucho        (""cobertura"")"
4010.12.00.420X,"Con ambas caras externas de caucho        (""cobertura"")"
4010.12.00.490V,Las demas
4010.12.00.5,"Las dem�s, unicamente con tejido de trama y       urdimbre de nailon"
4010.12.00.510Z,"Con una de las caras externas de caucho        (""cobertura"")"
4010.12.00.520C,"Con ambas caras externas de caucho        (""cobertura"")"
4010.12.00.590A,Las demas
4010.12.00.6,"Las dem�s, �nicamente con tejido de trama de       nailon y urdimbre de poliester"
4010.12.00.610E,"Con una de las caras externas de caucho        (""cobertura"")"
4010.12.00.620H,"Con ambas caras externas de caucho        (""cobertura"")"
4010.12.00.690F,Las demas
4010.12.00.7,"Las dem�s, �nicamente con tejido de trama y       urdimbre de algod�n"
4010.12.00.710K,"Con una de las caras externas de caucho        (""cobertura"")"
4010.12.00.720N,"Con ambas caras externas de caucho        (""cobertura"")"
4010.12.00.790L,Las demas
4010.12.00.8,"Las dem�s, �nicamente con tejido de trama de       nailon y urdimbre de algod�n"
4010.12.00.810Q,"Con una de las caras externas de caucho        (""cobertura"")"
4010.12.00.820U,"Con ambas caras externas de caucho        (""cobertura"")"
4010.12.00.890R,Las demas
4010.12.00.9,Las dem�s
4010.12.00.910W,"Con una de las caras externas de caucho        (""cobertura""), de anchura superior o igual        a 300 mm"
4010.12.00.920Z,"Con ambas caras externas de caucho        (""cobertura""), de anchura superior o igual        a 300 mm"
4010.12.00.930C,"Las dem?s, con una de las caras externas de        caucho (""cobertura"")"
4010.12.00.940F,"Las dem?s, con ambas caras externas de        caucho (""cobertura"")"
4010.12.00.950J,"Las dem?s, de anchura superior o igual a        300 mm"
4010.12.00.990X,Las demas
4010.19.00,--Las dem�s
4010.19.00.1,"Con una de las caras externas de caucho        (""cobertura"")"
4010.19.00.110L,De longitud inferir o igual a 60 m
4010.19.00.120P,De longitud superior a 60 m pero inferior        o igual a 80 m
4010.19.00.130T,De longitud superior a 80 m pero inferior        o igual a 100 m
4010.19.00.140W,De longitud superior a 100 m pero inferior        o igual a 140 m
4010.19.00.150Z,De longitud superior a 140 m pero inferior        o igual a 180 m
4010.19.00.190M,Las dem?s
4010.19.00.2,"Con ambas caras externas de caucho       (""cobertura"")"
4010.19.00.210R,De longitud inferior o igual a 60 m
4010.19.00.220V,De longitud superior a 60 m pero inferior        o igual a 80 m
4010.19.00.230Y,De longitud superior a 80 m pero inferior        o igual a 100 m
4010.19.00.240B,De longitud superior a 100 m pero inferior        o igual a 140 m
4010.19.00.250E,De longitud superior a 140 m pero inferior        o igual a 180 m
4010.19.00.290T,Las dem?s
4010.19.00.9,Las dem�s
4010.19.00.910E,De longitud inferior o igual a 60 m
4010.19.00.920H,De longitud superior a 60 m pero inferior        o igual a 80 m
4010.19.00.930L,De longitud superior a 80 m pero inferior        o igual a 100 m
4010.19.00.940P,De longitud superior a 100 m pero inferior        o igual a 140 m
4010.19.00.950T,De longitud superior a 140 m pero inferior        o igual a 180 m
4010.19.00.990F,Las dem?s
4010.3,-Correas de transmisi�n:
4010.31.00,"--Correas de transmisi�n sin fin, estriadas,   de secci�n trapezoidal, de circunferencia   exterior superior a 60 cm pero inferior o    igual a 180 cm"
4010.31.00.1,Estriadas en una cara
4010.31.00.110U,"De seccion K, de 3 a 4 canales"
4010.31.00.120X,"De seccion K, de 5 a 6 canales"
4010.31.00.130A,De seccion K. de 7 a 10 canales
4010.31.00.190V,Las demas
4010.31.00.2,Estriadas en ambas caras
4010.31.00.210Z,De seccion K
4010.31.00.290A,Las demas
4010.32.00,"--Correas de transmisi�n sin fin, sin estriar,   de secci�n trapezoidal, de circunferencia   exterior superior a 60 cm pero inferior o   igual a 180 cm"
4010.32.00.1,Cuya secci�n presente un solo perfil       trapezoidal
4010.32.00.11,"De secci�n A, B o C"
4010.32.00.111H,De seccion A
4010.32.00.112K,De seccion B
4010.32.00.113M,De seccion C
4010.32.00.120J,"De seccion SPZ, SPA, SPB, SPZX, SPAX o SPBX"
4010.32.00.130M,"De seccion 3V, 5V, 3VX o 5VX"
4010.32.00.14,De secci�n AV10
4010.32.00.141T,Presentadas de a pares (mandos)
4010.32.00.149K,Las demas
4010.32.00.15,De secci�n AV11
4010.32.00.151W,Presentadas de a pares (mandos)
4010.32.00.159N,Las demas
4010.32.00.16,De secci�n AV13
4010.32.00.161Z,Presentadas de a pares (mandos)
4010.32.00.169R,Las demas
4010.32.00.190G,Las demas
4010.32.00.2,Cuya secci�n presente un perfil       trapezoidal en las caras interna y externa
4010.32.00.210L,"De seccion AV10, AV11 o AV13"
4010.32.00.290M,Las demas
4010.32.00.3,"M�ltiples, unidas entre s� por una banda           superior"
4010.32.00.310R,De seccion B
4010.32.00.320V,De seccion C
4010.32.00.330Y,"De seccion AV10, AV11 o AV13"
4010.32.00.390T,Las demas
4010.32.00.900W,Las demas
4010.33.00,"--Correas de transmisi�n sin fin, estriadas,   de secci�n trapezoidal, de circunferencia   exterior superior a 180 cm pero inferior   o igual a 240 cm"
4010.33.00.1,Estriadas en una cara
4010.33.00.110T,"De seccion K, de 3 a 4 canales"
4010.33.00.120W,"De seccion K, de 5 a 6 canales"
4010.33.00.130Z,"De seccion K, de 7 a 10 canales"
4010.33.00.190U,Las demas
4010.33.00.2,Estriadas en ambas caras
4010.33.00.210Y,De seccion K
4010.33.00.290Z,Las demas
4010.34.00,"--Correas de transmisi�n sin fin, sin estriar,   de secci�n trapezoidal, de circunferencia   exterior superior a 180 cm pero inferior o igual   a 240 cm"
4010.34.00.1,Cuya secci�n presente un solo perfil       trapezoidal
4010.34.00.11,"De secci�n A, B, C o D"
4010.34.00.111G,De seccion A
4010.34.00.112J,De seccion B
4010.34.00.113L,De seccion C
4010.34.00.114N,De seccion D
4010.34.00.120H,"De seccion SPZ, SPA, SPB, SPC, SPZX, SPAX, SPBX o SPCX"
4010.34.00.130L,"De seccion 3V, 5V, 3VX o 5VX"
4010.34.00.14,De secci�n AV10
4010.34.00.141R,Presentadas de a pares (mandos)
4010.34.00.149J,Las demas
4010.34.00.15,De secci�n AV11
4010.34.00.151V,Presentadas de a pares (mandos)
4010.34.00.159M,Las demas
4010.34.00.16,De secci�n AV13
4010.34.00.161Y,Presentadas de a pares (mandos)
4010.34.00.169Q,Las demas
4010.34.00.190F,Las demas
4010.34.00.2,Cuya secci�n presente un perfil trapezoidal       en las caras interna y externa
4010.34.00.210K,"De seccion AV10, AV11 o AV13"
4010.34.00.290L,Las demas
4010.34.00.3,"M�ltiples, unidas entre s� por una banda       superior"
4010.34.00.310Q,De seccion B
4010.34.00.320U,De seccion C
4010.34.00.330X,"De seccion AV10, AV11 o AV13"
4010.34.00.390R,Las demas
4010.35.00,"--Correas de transmisi�n sin fin, con muescas   (sincr�nicas), de circunferencia exterior   superior a 60 cm pero inferior o igual a 150 cm"
